holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,Hour,traffic_volume
0,289.18,0,0,1,Clear,sky is clear,6,4603
0,291.55,0,0,1,Clear,sky is clear,7,4884
0,294.97,0,0,1,Clear,sky is clear,8,5104
0,296.38,0,0,1,Clear,sky is clear,9,5178
0,297.32,0,0,1,Clear,sky is clear,10,5501
0,298.17,0,0,1,Clear,sky is clear,11,5713
0,298.06,0,0,20,Clouds,few clouds,12,6292
0,297.67,0,0,20,Clouds,few clouds,13,6057
0,296.36,0,0,40,Clouds,scattered clouds,14,4907
0,293.85,0,0,40,Clouds,scattered clouds,15,3503
0,292.43,0,0,40,Clouds,scattered clouds,16,3037
0,291.77,0,0,75,Clouds,broken clouds,17,2822
0,291.36,0,0,75,Clouds,broken clouds,18,1992
0,291.12,0,0,75,Clouds,broken clouds,19,1166
0,290.63,0,0,75,Clouds,broken clouds,20,627
0,290.46,0,0,40,Clouds,scattered clouds,21,388
0,289.26,0,0,0,Clear,sky is clear,22,368
0,283.21,0,0,75,Clouds,broken clouds,23,2489
0,282.24,0,0,90,Clouds,overcast clouds,24,5537
0,281.69,0,0,90,Clouds,overcast clouds,1,6628
0,280.57,0,0,90,Clouds,overcast clouds,2,5534
0,280.02,0,0,75,Clouds,broken clouds,3,5403
0,280.11,0,0,75,Clouds,broken clouds,4,4770
0,280,0,0,90,Clouds,overcast clouds,5,5217
0,280.53,0,0,90,Clouds,overcast clouds,6,5870
0,281.43,0,0,75,Clouds,broken clouds,7,5967
0,281.78,0,0,90,Clouds,overcast clouds,8,6108
0,281.91,0,0,90,Clouds,overcast clouds,9,6128
0,281.73,0,0,90,Clouds,overcast clouds,10,6069
0,281.42,0,0,90,Clouds,overcast clouds,11,6169
0,280.87,0,0,90,Clouds,overcast clouds,12,5384
0,280.15,0,0,90,Clouds,overcast clouds,13,4063
0,279.78,0,0,90,Clouds,overcast clouds,14,3364
0,279.65,0,0,75,Clouds,broken clouds,15,2971
0,279.22,0,0,40,Clouds,scattered clouds,16,2450
0,279.06,0,0,40,Clouds,scattered clouds,17,1832
0,278.81,0,0,90,Clouds,overcast clouds,18,1231
0,278.55,0,0,90,Clouds,overcast clouds,19,718
0,278.59,0,0,90,Clouds,overcast clouds,20,545
0,276.99,0,0,75,Clouds,broken clouds,21,411
0,276.35,0,0,20,Clouds,few clouds,22,688
0,275.4,0,0,1,Clear,sky is clear,23,1352
0,275.17,0,0,1,Clear,sky is clear,24,2072
0,274.99,0,0,1,Clear,sky is clear,1,3342
0,275.09,0,0,40,Clouds,scattered clouds,2,4258
0,276.88,0,0,20,Clouds,few clouds,3,4861
0,278.04,0,0,20,Clouds,few clouds,4,5191
0,279.08,0,0,40,Clouds,scattered clouds,5,5669
0,280.12,0,0,75,Clouds,broken clouds,6,5074
0,280.25,0,0,75,Clouds,broken clouds,7,5025
0,280,0,0,75,Clouds,broken clouds,8,5153
0,279.06,0,0,90,Clouds,overcast clouds,9,5024
0,278.91,0,0,90,Clouds,overcast clouds,10,4779
0,278.39,0,0,90,Clouds,overcast clouds,11,4362
0,278.16,0,0,90,Clouds,overcast clouds,12,3860
0,278.16,0,0,90,Clouds,overcast clouds,13,3160
0,277.93,0,0,90,Clouds,overcast clouds,14,2992
0,276.9,0,0,90,Clouds,overcast clouds,15,3202
0,276.34,0,0,75,Clouds,broken clouds,16,1941
0,276.11,0,0,75,Clouds,broken clouds,17,1233
0,275.73,0,0,90,Clouds,overcast clouds,18,323
0,275.65,0,0,90,Clouds,overcast clouds,19,312
0,275.51,0,0,75,Clouds,broken clouds,20,627
0,275.05,0,0,90,Clouds,overcast clouds,21,1508
0,274.77,0,0,90,Clouds,overcast clouds,22,1539
0,274.77,0,0,75,Clouds,broken clouds,23,2232
0,275.55,0,0,75,Clouds,broken clouds,24,4568
0,276.24,0,0,75,Clouds,broken clouds,1,4624
0,277.01,0,0,90,Clouds,overcast clouds,2,4529
0,277.43,0,0,90,Clouds,overcast clouds,3,5139
0,278.45,0,0,90,Clouds,overcast clouds,4,6640
0,279.27,0,0,90,Clouds,overcast clouds,5,6589
0,279.27,0,0,90,Clouds,overcast clouds,6,4429
0,279.44,0,0,90,Clouds,overcast clouds,7,4329
0,279.32,0,0,90,Clouds,overcast clouds,8,3833
0,279.27,0,0,90,Clouds,overcast clouds,9,4015
0,278.11,0,0,90,Clouds,overcast clouds,10,3382
0,276.79,0,0,75,Clouds,broken clouds,11,2815
0,275.73,0,0,90,Clouds,overcast clouds,12,2110
0,274.88,0,0,75,Clouds,broken clouds,13,1555
0,273.92,0,0,20,Clouds,few clouds,14,959
1,273.08,0,0,20,Clouds,few clouds,15,455
0,272.62,0,0,20,Clouds,few clouds,16,336
0,271.78,0,0,1,Clear,sky is clear,17,265
0,271.05,0,0,1,Clear,sky is clear,18,314
0,270.63,0,0,1,Clear,sky is clear,19,779
0,270.33,0,0,1,Clear,sky is clear,20,2571
0,269.61,0,0,20,Clouds,few clouds,21,5563
0,270.01,0,0,20,Clouds,few clouds,22,6676
0,271.23,0,0,20,Clouds,few clouds,23,5966
0,273.71,0,0,20,Clouds,few clouds,24,4832
0,276.77,0,0,20,Clouds,few clouds,1,4395
0,279.47,0,0,20,Clouds,few clouds,2,4411
0,279.84,0,0,1,Clear,sky is clear,3,4648
0,282.34,0,0,40,Clouds,scattered clouds,4,4602
0,282.94,0,0,40,Clouds,scattered clouds,5,5125
0,283.48,0,0,1,Clear,sky is clear,6,5502
0,284.33,0,0,1,Clear,sky is clear,7,5979
0,284.48,0,0,40,Clouds,scattered clouds,8,5663
0,284.23,0,0,40,Clouds,scattered clouds,9,4259
0,281.99,0,0,20,Clouds,few clouds,10,3069
0,279.81,0,0,1,Clear,sky is clear,11,2378
0,279.35,0,0,1,Clear,sky is clear,12,2030
0,278.9,0,0,1,Clear,sky is clear,13,1400
0,278.46,0,0,1,Clear,sky is clear,14,917
0,277.78,0,0,1,Clear,sky is clear,15,515
0,277.27,0,0,1,Clear,sky is clear,16,302
0,277.47,0,0,1,Clear,sky is clear,17,251
0,276.97,0,0,20,Clouds,few clouds,18,798
0,276.52,0,0,40,Clouds,scattered clouds,19,2678
0,276.6,0,0,40,Clouds,scattered clouds,20,5733
0,277.31,0,0,75,Clouds,broken clouds,21,6449
0,278.38,0,0,90,Clouds,overcast clouds,22,5765
0,279.35,0,0,90,Clouds,overcast clouds,23,5599
0,281.37,0,0,90,Clouds,overcast clouds,24,4534
0,283.11,0,0,90,Clouds,overcast clouds,1,4691
0,284.08,0,0,75,Clouds,broken clouds,2,5067
0,285.14,0,0,75,Clouds,broken clouds,3,5030
0,286.35,0,0,90,Clouds,overcast clouds,4,5300
0,287.23,0,0,100,Rain,light rain,5,5777
0,288.53,0,0,90,Clouds,overcast clouds,6,6349
0,290.37,0,0,90,Clouds,overcast clouds,7,6127
0,290.13,0,0,90,Clouds,overcast clouds,8,4460
0,288.86,0,0,75,Clouds,broken clouds,9,3418
0,287.36,0,0,90,Clouds,overcast clouds,10,2775
0,285.11,0,0,90,Clouds,overcast clouds,11,2306
0,283.46,0,0,90,Clouds,overcast clouds,12,1846
0,282.45,0,0,90,Clouds,overcast clouds,13,947
0,281.88,0,0,90,Clouds,overcast clouds,14,494
0,281.78,0,0,90,Clouds,overcast clouds,15,332
0,281.09,0,0,75,Clouds,broken clouds,16,261
0,281.17,0,0,90,Clouds,overcast clouds,17,361
0,281.25,0,0,92,Clear,sky is clear,18,5875
0,281.25,0,0,99,Rain,light rain,19,6793
0,281.25,0,0,99,Drizzle,light intensity drizzle,20,6793
0,280.1,0,0,99,Rain,light rain,21,6283
0,280.1,0,0,99,Drizzle,light intensity drizzle,22,6283
0,279.61,0,0,99,Rain,light rain,23,5680
0,279.61,0,0,99,Drizzle,light intensity drizzle,24,5680
0,279.67,0,0,99,Clear,sky is clear,1,4632
0,280.19,0,0,1,Clear,sky is clear,2,4887
0,282.09,0,0,75,Clouds,broken clouds,3,5030
0,282.26,0,0,75,Clouds,broken clouds,4,5067
0,282.05,0,0,90,Clouds,overcast clouds,5,5227
0,281.59,0,0,90,Clouds,overcast clouds,6,5610
0,281.23,0,0,81,Clear,sky is clear,7,6286
0,282.6,0,0,81,Clear,sky is clear,8,4775
0,282.6,0,0,81,Clear,sky is clear,9,3340
0,282.6,0,0,81,Clear,sky is clear,10,3013
0,282.6,0,0,81,Clear,sky is clear,11,2603
0,282.6,0,0,81,Clear,sky is clear,12,1910
0,282.6,0,0,81,Clear,sky is clear,13,1037
0,273.9,0,0,1,Clear,sky is clear,14,347
0,274.4,0,0,75,Clouds,broken clouds,15,350
0,274.05,0,0,75,Clouds,broken clouds,16,850
0,273.71,0,0,40,Clouds,scattered clouds,17,2791
0,272.66,0,0,1,Clear,sky is clear,18,5809
0,272.65,0,0,1,Clear,sky is clear,19,6798
0,272.52,0,0,1,Clear,sky is clear,20,6304
0,275.19,0,0,20,Clouds,few clouds,21,5291
0,275.34,0,0,1,Clear,sky is clear,22,4638
0,284.1,0,0,50,Clear,sky is clear,23,5557
0,284.1,0,0,50,Clear,sky is clear,24,5818
0,283.78,0,0,75,Clouds,broken clouds,1,6272
0,283.52,0,0,75,Clouds,broken clouds,2,5944
0,283.32,0,0,90,Clouds,overcast clouds,3,4949
0,282.06,0,0,90,Clouds,overcast clouds,4,3511
0,281.95,0,0,90,Clouds,overcast clouds,5,3039
0,281.81,0,0,90,Clouds,overcast clouds,6,2679
0,282.16,0,0,90,Clouds,overcast clouds,7,2094
0,282.53,0,0,90,Clouds,overcast clouds,8,1284
0,283.91,0,0,90,Clouds,overcast clouds,9,630
0,284.64,0,0,90,Clouds,overcast clouds,10,410
0,284.61,0,0,90,Clouds,overcast clouds,11,331
0,283.18,0,0,72,Drizzle,light intensity drizzle,12,372
0,282.26,0,0,72,Rain,light rain,13,739
0,280.77,0,0,72,Drizzle,light intensity drizzle,14,2561
0,278.53,0,0,75,Clouds,broken clouds,15,5586
0,277.64,0,0,75,Clouds,broken clouds,16,6992
0,277.9,0,0,90,Clouds,overcast clouds,17,5860
0,278.18,0,0,90,Clouds,overcast clouds,18,5230
0,279.29,0,0,75,Clouds,broken clouds,19,4864
0,280.45,0,0,75,Clouds,broken clouds,20,5146
0,280.95,0,0,40,Clouds,scattered clouds,21,5526
0,281.74,0,0,40,Clouds,scattered clouds,22,5383
0,281.84,0,0,75,Clouds,broken clouds,23,5758
0,282.45,0,0,75,Clouds,broken clouds,24,5889
0,282.2,0,0,75,Clouds,broken clouds,1,6057
0,281.54,0,0,40,Clouds,scattered clouds,2,6028
0,280.21,0,0,20,Clouds,few clouds,3,5257
0,282.2,0,0,56,Clear,sky is clear,4,1897
0,272.58,0,0,1,Clear,sky is clear,5,1335
0,272.06,0,0,1,Clear,sky is clear,6,769
0,270.99,0,0,1,Clear,sky is clear,7,570
0,270.29,0,0,20,Clouds,few clouds,8,413
0,269.48,0,0,1,Clear,sky is clear,9,399
0,269.27,0,0,1,Clear,sky is clear,10,740
0,268.91,0,0,1,Clear,sky is clear,11,1420
0,268.98,0,0,75,Clouds,broken clouds,12,2220
0,269.23,0,0,40,Clouds,scattered clouds,13,3479
0,272.61,0,0,40,Clouds,scattered clouds,14,4546
0,276.78,0,0,20,Clouds,few clouds,15,4579
0,279.22,0,0,1,Clear,sky is clear,16,4438
0,280.35,0,0,1,Clear,sky is clear,17,4623
0,281.81,0,0,1,Clear,sky is clear,18,4440
0,283.05,0,0,1,Clear,sky is clear,19,4495
0,283.96,0,0,1,Clear,sky is clear,20,4483
0,284.53,0,0,1,Clear,sky is clear,21,4591
0,284.44,0,0,1,Clear,sky is clear,22,4477
0,283.64,0,0,1,Clear,sky is clear,23,4221
0,281.85,0,0,20,Clouds,few clouds,24,3672
0,281.38,0,0,1,Clear,sky is clear,1,3015
0,281.84,0,0,75,Clouds,broken clouds,2,2769
0,282.23,0,0,90,Clouds,overcast clouds,3,2875
0,282.18,0,0,90,Clouds,overcast clouds,4,1931
0,282.49,0,0,90,Clouds,overcast clouds,5,1309
0,282.54,0,0,90,Clouds,overcast clouds,6,870
0,282.58,0,0,90,Clouds,overcast clouds,7,654
0,282.23,0,0,90,Clouds,overcast clouds,8,364
0,282.08,0,0,90,Clouds,overcast clouds,9,262
0,282.23,0,0,90,Clouds,overcast clouds,10,505
0,282.24,0,0,90,Clouds,overcast clouds,11,861
0,282.24,0,0,90,Clouds,overcast clouds,12,1132
0,282.24,0,0,57,Mist,mist,13,1797
0,282.43,0,0,57,Drizzle,light intensity drizzle,14,2685
0,282.43,0,0,57,Mist,mist,15,2685
0,282.43,0,0,57,Haze,haze,16,2685
0,282.33,0,0,57,Drizzle,light intensity drizzle,17,3370
0,282.33,0,0,57,Mist,mist,18,3370
0,282.82,0,0,57,Drizzle,light intensity drizzle,19,3662
0,282.82,0,0,57,Mist,mist,20,3662
0,283.33,0,0,57,Mist,mist,21,4076
0,283.33,0,0,57,Rain,light rain,22,4076
0,283.33,0,0,57,Drizzle,light intensity drizzle,23,4076
0,283.75,0,0,93,Rain,light rain,24,4128
0,283.75,0,0,93,Mist,mist,1,4128
0,283.75,0,0,93,Drizzle,light intensity drizzle,2,4128
0,284.09,0,0,93,Mist,mist,3,4358
0,284.09,0,0,93,Rain,light rain,4,4358
0,284.09,0,0,93,Drizzle,light intensity drizzle,5,4358
0,284.55,0,0,93,Mist,mist,6,4342
0,284.55,0,0,93,Rain,light rain,7,4342
0,284.68,0,0,93,Mist,mist,8,4234
0,284.64,0,0,93,Rain,light rain,9,4271
0,284.64,0,0,93,Mist,mist,10,4271
0,284.4,0,0,93,Mist,mist,11,4080
0,284.17,0,0,93,Mist,mist,12,3453
0,284.03,0,0,93,Mist,mist,13,2718
0,283.58,0,0,93,Mist,mist,14,2439
0,283.04,0,0,93,Mist,mist,15,1819
0,281.95,0,0,93,Mist,mist,16,1002
0,281.95,0,0,93,Fog,fog,17,1002
0,281.61,0,0,93,Mist,mist,18,542
0,281.61,0,0,93,Fog,fog,19,542
0,281.57,0,0,85,Fog,fog,20,303
0,281.42,0,0,85,Fog,fog,21,239
0,281.29,0,0,85,Mist,mist,22,335
0,281.29,0,0,85,Fog,fog,23,335
0,281.02,0,0,85,Mist,mist,24,810
0,281.02,0,0,85,Fog,fog,1,810
0,280.82,0,0,85,Mist,mist,2,2606
0,280.82,0,0,85,Fog,fog,3,2606
0,280.39,0,0,85,Mist,mist,4,5714
0,280.19,0,0,100,Mist,mist,5,6798
0,279.82,0,0,100,Mist,mist,6,6114
0,279.75,0,0,100,Mist,mist,7,5094
0,280.07,0,0,100,Mist,mist,8,4473
0,280.32,0,0,90,Clouds,overcast clouds,9,4529
0,281.72,0,0,100,Clear,sky is clear,10,4823
0,284.01,0,0,40,Clouds,scattered clouds,11,4872
0,285.88,0,0,1,Clear,sky is clear,12,5238
0,286.87,0,0,1,Clear,sky is clear,13,5584
0,287.6,0,0,20,Clouds,few clouds,14,6246
0,287.27,0,0,20,Clouds,few clouds,15,5957
0,286.18,0,0,20,Clouds,few clouds,16,4535
0,285.2,0,0,75,Clouds,broken clouds,17,3234
0,284.68,0,0,75,Clouds,broken clouds,18,2677
0,284.49,0,0,90,Clouds,overcast clouds,19,2077
0,283.54,0,0,20,Clouds,few clouds,20,1380
0,282.33,0,0,75,Clouds,broken clouds,21,927
0,281.21,0,0,20,Clouds,few clouds,22,500
0,279.87,0,0,1,Clear,sky is clear,23,324
0,278.93,0,0,1,Clear,sky is clear,24,257
0,277.91,0,0,1,Clear,sky is clear,1,354
0,277.21,0,0,1,Clear,sky is clear,2,769
0,276.61,0,0,1,Clear,sky is clear,3,2769
0,276.11,0,0,1,Clear,sky is clear,4,5789
0,274.81,0,0,20,Clouds,few clouds,5,7055
0,274.99,0,0,20,Clouds,few clouds,6,6408
0,277.91,0,0,20,Clouds,few clouds,7,5254
0,280.71,0,0,20,Clouds,few clouds,8,4547
0,283.85,0,0,20,Clouds,few clouds,9,4784
0,286.01,0,0,40,Clouds,scattered clouds,10,5015
0,286.31,0,0,1,Clear,sky is clear,11,5057
0,288.15,0,0,75,Clouds,broken clouds,12,5430
0,289.15,0,0,75,Clouds,broken clouds,13,5813
0,288.99,0,0,75,Clouds,broken clouds,14,6496
0,288.86,0,0,75,Clouds,broken clouds,15,6429
0,288.16,0,0,90,Clouds,overcast clouds,16,5142
0,287.28,0,0,68,Rain,light rain,17,3311
0,287.04,0,0,90,Clouds,overcast clouds,18,2777
0,286.9,0,0,90,Clouds,overcast clouds,19,2331
0,287.09,0,0,90,Clouds,overcast clouds,20,1767
0,287.09,0,0,90,Clouds,overcast clouds,21,1093
0,286.89,0,0,75,Clouds,broken clouds,22,554
0,286.93,0,0,75,Clouds,broken clouds,23,333
0,286.93,0,0,90,Clouds,overcast clouds,24,267
0,287.07,0,0,90,Clouds,overcast clouds,1,358
0,286.56,0,0,75,Clouds,broken clouds,2,777
0,285.91,0,0,90,Clouds,overcast clouds,3,2732
0,285.29,0,0,90,Clouds,overcast clouds,4,5637
0,284.92,0,0,75,Clouds,broken clouds,5,5564
0,285.35,0,0,75,Clouds,broken clouds,6,6274
0,285.72,0,0,100,Rain,proximity shower rain,7,5403
0,285.72,0,0,100,Rain,light rain,8,5403
0,287.09,0,0,75,Clouds,broken clouds,9,4680
0,288.31,0,0,75,Clouds,broken clouds,10,4642
0,288.61,0,0,1,Clear,sky is clear,11,4979
0,290.32,0,0,1,Clear,sky is clear,12,4851
0,291.36,0,0,1,Clear,sky is clear,13,4291
0,292.01,0,0,1,Clear,sky is clear,14,4714
0,292.61,0,0,1,Clear,sky is clear,15,6723
0,292.65,0,0,1,Clear,sky is clear,16,6180
0,290.52,0,0,40,Clouds,scattered clouds,17,4843
0,288.35,0,0,40,Clouds,scattered clouds,18,3435
0,286.72,0,0,40,Clouds,scattered clouds,19,2921
0,285.49,0,0,40,Clouds,scattered clouds,20,2763
0,284.22,0,0,20,Clouds,few clouds,21,1930
0,283.8,0,0,20,Clouds,few clouds,22,1160
0,283.72,0,0,20,Clouds,few clouds,23,654
0,282.8,0,0,40,Clouds,scattered clouds,24,374
0,282.32,0,0,99,Mist,mist,1,301
0,282.38,0,0,99,Mist,mist,2,397
0,282.76,0,0,90,Clouds,overcast clouds,3,794
0,282.88,0,0,99,Mist,mist,4,2564
0,284.18,0,0,75,Clouds,broken clouds,5,5358
0,284.69,0,0,90,Clouds,overcast clouds,6,6441
0,285,0,0,90,Clouds,overcast clouds,7,5536
0,286.9,0,0,99,Rain,light rain,8,5256
0,288.35,0,0,90,Clouds,overcast clouds,9,4619
0,289.59,0,0,90,Clouds,overcast clouds,10,5107
0,288.27,0,0,99,Rain,light rain,11,5147
0,286.41,0,0,90,Clouds,overcast clouds,12,5283
0,285.96,0,0,90,Clouds,overcast clouds,13,5704
0,287.04,0,0,90,Clouds,overcast clouds,14,5887
0,287.18,0,0,90,Clouds,overcast clouds,15,6307
0,286.94,0,0,90,Clouds,overcast clouds,16,5953
0,286.01,0,0,90,Clouds,overcast clouds,17,4519
0,284.67,0,0,100,Drizzle,light intensity drizzle,18,3427
0,283.44,0,0,100,Rain,light rain,19,2921
0,282.51,0,0,100,Drizzle,light intensity drizzle,20,2649
0,281.9,0,0,90,Clouds,overcast clouds,21,2005
0,281.85,0,0,90,Clouds,overcast clouds,22,1177
0,281.28,0,0,90,Clouds,overcast clouds,23,699
0,280.97,0,0,87,Mist,mist,24,436
0,280.44,0,0,87,Drizzle,light intensity drizzle,1,353
0,280.44,0,0,87,Mist,mist,2,353
0,280.02,0,0,87,Mist,mist,3,399
0,279.79,0,0,87,Drizzle,light intensity drizzle,4,720
0,279.79,0,0,87,Mist,mist,5,720
0,279.79,0,0,87,Rain,light rain,6,720
0,279.79,0,0,87,Drizzle,drizzle,7,720
0,279.74,0,0,87,Mist,mist,8,2370
0,279.74,0,0,87,Rain,light rain,9,2370
0,279.65,0,0,87,Drizzle,light intensity drizzle,10,5162
0,279.65,0,0,87,Mist,mist,11,5162
0,279.65,0,0,87,Rain,light rain,12,5162
0,279.45,0,0,91,Mist,mist,13,5777
0,279.45,0,0,91,Rain,moderate rain,14,5777
0,279.22,0,0,91,Drizzle,light intensity drizzle,15,5235
0,279.22,0,0,91,Mist,mist,16,5235
0,279.22,0,0,91,Rain,light rain,17,5235
0,279.35,0,0,91,Rain,light rain,18,4606
0,279.35,0,0,91,Mist,mist,19,4606
0,279.92,0,0,91,Mist,mist,20,4328
0,280.44,0,0,90,Clouds,overcast clouds,21,4282
0,281,0,0,90,Clouds,overcast clouds,22,4489
0,281.51,0,0,90,Clouds,overcast clouds,23,4908
0,281.93,0,0,92,Mist,mist,24,5620
0,281.94,0,0,92,Mist,mist,1,5849
0,281.94,0,0,92,Drizzle,light intensity drizzle,2,5849
0,282.27,0,0,92,Rain,moderate rain,3,4945
0,282.41,0,0,92,Rain,light rain,4,4619
0,282.21,0,0,90,Clouds,overcast clouds,5,4479
0,281.69,0,0,75,Clouds,broken clouds,6,3804
0,281.26,0,0,90,Clouds,overcast clouds,7,2908
0,280.66,0,0,92,Mist,mist,8,2942
0,280.43,0,0,92,Drizzle,drizzle,9,3077
0,280.43,0,0,92,Drizzle,light intensity drizzle,10,3077
0,280.1,0,0,92,Mist,mist,11,2051
0,280.1,0,0,92,Rain,light rain,12,2051
0,280.1,0,0,92,Drizzle,light intensity drizzle,13,2051
0,280.06,0,0,92,Rain,light rain,14,1270
0,280.06,0,0,92,Rain,moderate rain,15,1270
0,280.28,0,0,96,Drizzle,drizzle,16,773
0,280.28,0,0,96,Rain,light rain,17,773
0,280.38,0,0,96,Drizzle,light intensity drizzle,18,589
0,280.62,0,0,96,Drizzle,light intensity drizzle,19,432
0,280.62,0,0,96,Mist,mist,20,432
0,280.91,0,0,96,Mist,mist,21,401
0,280.91,0,0,96,Drizzle,drizzle,22,401
0,280.91,0,0,96,Rain,light rain,23,401
0,280.96,0,0,96,Rain,light rain,24,759
0,280.96,0,0,96,Mist,mist,1,759
0,280.96,0,0,96,Drizzle,drizzle,2,759
0,281.13,0,0,96,Rain,light rain,3,1313
0,281.13,0,0,96,Mist,mist,4,1313
0,281.13,0,0,96,Drizzle,light intensity drizzle,5,1313
0,281.28,0,0,100,Rain,light rain,6,1824
0,281.28,0,0,100,Mist,mist,7,1824
0,281.28,0,0,100,Drizzle,drizzle,8,1824
0,281.19,0,0,100,Rain,light rain,9,2787
0,281.19,0,0,100,Mist,mist,10,2787
0,281.19,0,0,100,Drizzle,drizzle,11,2787
0,281.7,0,0,100,Rain,light rain,12,3713
0,281.7,0,0,100,Drizzle,drizzle,13,3713
0,281.7,0,0,100,Mist,mist,14,3713
0,281.7,0,0,100,Drizzle,light intensity drizzle,15,3713
0,282.02,0,0,100,Rain,light rain,16,3815
0,282.02,0,0,100,Drizzle,drizzle,17,3815
0,282.02,0,0,100,Mist,mist,18,3815
0,282.02,0,0,100,Rain,moderate rain,19,3815
0,282.35,0,0,100,Rain,light rain,20,4339
0,282.35,0,0,100,Mist,mist,21,4339
0,282.35,0,0,100,Drizzle,drizzle,22,4339
0,282.71,0,0,100,Rain,heavy intensity rain,23,4613
0,282.71,0,0,100,Mist,mist,24,4613
0,282.71,0,0,100,Rain,light rain,1,4613
0,282.71,0,0,100,Rain,moderate rain,2,4613
0,283.31,0,0,48,Rain,light rain,3,4507
0,283.79,0,0,90,Clouds,overcast clouds,4,4452
0,284.2,0,0,75,Clouds,broken clouds,5,4636
0,284.32,0,0,90,Clouds,overcast clouds,6,4810
0,284.13,0,0,75,Clouds,broken clouds,7,5125
0,283.14,0,0,40,Clouds,scattered clouds,8,4337
0,281.4,0,0,40,Clouds,scattered clouds,9,3644
0,280.47,0,0,20,Clouds,few clouds,10,3107
0,279.52,0,0,20,Clouds,few clouds,11,2929
0,278.85,0,0,48,Mist,mist,12,2865
0,278.12,0,0,48,Fog,fog,13,2340
0,277.94,0,0,48,Mist,mist,14,1372
0,275.93,0,0,60,Fog,fog,15,1928
0,275.93,0,0,60,Mist,mist,16,1928
0,284.09,0,0,75,Clouds,broken clouds,17,4695
0,282.6,0,0,75,Clouds,broken clouds,18,4335
0,281.72,0,0,90,Clouds,overcast clouds,19,1583
0,281.26,0,0,90,Clouds,overcast clouds,20,959
0,281.29,0,0,75,Clouds,broken clouds,21,498
0,281.01,0,0,75,Clouds,broken clouds,22,306
0,280.57,0,0,40,Clouds,scattered clouds,23,259
0,280.54,0,0,75,Clouds,broken clouds,24,324
0,279.37,0,0,8,Mist,mist,1,806
0,279.18,0,0,8,Mist,mist,2,2622
0,279.05,0,0,8,Mist,mist,3,5456
0,282.7,0,0,38,Clear,sky is clear,4,4324
0,286.17,0,0,40,Clouds,scattered clouds,5,4378
0,288.61,0,0,75,Clouds,broken clouds,6,4639
0,290.59,0,0,20,Clouds,few clouds,7,4546
0,292.21,0,0,75,Clouds,broken clouds,8,5006
0,293.56,0,0,75,Clouds,broken clouds,9,5361
0,293.43,0,0,40,Clouds,scattered clouds,10,6101
0,293.4,0,0,40,Clouds,scattered clouds,11,5781
0,291.47,0,0,20,Clouds,few clouds,12,4272
0,289.17,0,0,20,Clouds,few clouds,13,3091
0,287.28,0,0,1,Clear,sky is clear,14,2434
